"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CCRC","China Customer Relations Centers, Inc.","10.71","$196.31M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccrc",
"CCCL","China Ceramics Co., Ltd.","0.7822","$4.73M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cccl",
"CBPO","China Biologic Products Holdings, Inc.","116.61","$4.46B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbpo",
"CAAS","China Automotive Systems, Inc.","3.18","$100.16M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/caas",
"CMRX","Chimerix, Inc.","2.2","$135.04M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cmrx",
"PLCE","Children&#39;s Place, Inc. (The)","72.26","$1.13B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/plce",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","25.2","$23.15M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cssep",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","7.84","$33.4M","2017","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/csse",
"CHMA","Chiasma, Inc.","5.35","$223.56M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/chma",
"CHFS","CHF Solutions, Inc.","0.8953","$3.78M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/chfs",
"CHMG","Chemung Financial Corp","45.77","$221.83M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/chmg",
"CCXI","ChemoCentryx, Inc.","30.33","$1.77B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ccxi",
"CEMI","Chembio Diagnostics, Inc.","4.15","$72.9M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cemi",
"CKPT","Checkpoint Therapeutics, Inc.","1.32","$50.15M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ckpt",
"CHEKZ","Check-Cap Ltd.","0.14","n/a","n/a","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekz",
"CHEKW","Check-Cap Ltd.","0.0121","n/a","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chekw",
"CHEK","Check-Cap Ltd.","1.34","$11.08M","2015","Health Care","Medical Electronics","https://old.nasdaq.com/symbol/chek",
"CHKP","Check Point Software Technologies Ltd.","117.88","$17.95B","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/chkp",
"CTACW","ChaSerg Technology Acquisition Corp.","2","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctacw",
"CTACU","ChaSerg Technology Acquisition Corp.","11.9","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctacu",
"CTAC","ChaSerg Technology Acquisition Corp.","10.95","$308.13M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ctac",
"CHTR","Charter Communications, Inc.","470.01","$113.08B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/chtr",
"GTLS","Chart Industries, Inc.","55.2","$1.98B","2006","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gtls",
"CTHR","Charles & Colvard Ltd.","1.48","$42.89M","1997","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cthr",
"BURG","Chanticleer Holdings, Inc.","0.6323","$6.35M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/burg",
"CYOU","Changyou.com Limited","9.55","$508.54M","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cyou",
"CHNGU","Change Healthcare Inc.","51.84","n/a","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chngu",
"CHNG","Change Healthcare Inc.","13.38","$1.67B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/chng",
"CSBR","Champions Oncology, Inc.","5.76","$66.93M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/csbr",
"CFFAW","CF Finance Acquisition Corp.","0.83","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cffaw",
"CFFAU","CF Finance Acquisition Corp.","10.78","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/cffau",
"CFFA","CF Finance Acquisition Corp.","10.2","$366.41M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/cffa",
"CEVA","CEVA, Inc.","25.92","$569.33M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/ceva",
"CERS","Cerus Corporation","4.34","$616.67M","1997","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cers",
"CERN","Cerner Corporation","71.59","$22.49B","1986","Technology","EDP Services","https://old.nasdaq.com/symbol/cern",
"CRNC","Cerence Inc.","15.56","$566.25M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crnc",
"CERC","Cerecor Inc.","3.77","$177.05M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cerc",
"CRNT","Ceragon Networks Ltd.","1.96","$157.25M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/crnt",
"CNTY","Century Casinos, Inc.","8.1","$238.53M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cnty",
"CNBKA","Century Bancorp, Inc.","87.25","$485.8M","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/cnbka",
"CENX","Century Aluminum Company","7.05","$626.7M","1996","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/cenx",
"CTRC","Centric Brands Inc.","3.02","$177.38M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ctrc",
"CNTX","Centrexion Therapeutics Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cntx",
"CVCY","Central Valley Community Bancorp","21.1","$278.49M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cvcy",
"CENTA","Central Garden & Pet Company","25.01","$1.44B","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/centa",
"CENT","Central Garden & Pet Company","26.38","$1.52B","1993","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/cent",
"CFBK","Central Federal Corporation","13.91","$74.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cfbk",
"CETV","Central European Media Enterprises Ltd.","4.5","$1.14B","1994","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/cetv",
"CNTG","Centogene N.V.","12.9709","$257.62M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cntg",
"CSFL","CenterState Bank Corporation","25.43","$3.18B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/csfl",
"CDEV","Centennial Resource Development, Inc.","3.09","$855.14M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cdev",
"CETXW","Cemtrex Inc.","0.0045","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetxw",
"CETXP","Cemtrex Inc.","0.7","$1.48M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetxp",
"CETX","Cemtrex Inc.","1.41","$4.75M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cetx",
"CYAD","Celyad SA","11.45","$159.64M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cyad",
"CELH","Celsius Holdings, Inc.","4.85","$334.04M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/celh",
"CLSN","Celsion Corporation","1.32","$29.78M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clsn",
"CBMG","Cellular Biomedicine Group, Inc.","18.06","$348.21M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cbmg",
"CLLS","Cellectis S.A.","13.9","$589.99M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/clls",
"CLRBZ","Cellectar Biosciences, Inc.","0.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrbz",
"CLRB","Cellectar Biosciences, Inc.","1.89","$17.76M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/clrb",
"APOPW","Cellect Biotechnology Ltd.","0.17","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apopw",
"APOP","Cellect Biotechnology Ltd.","2.53","$1.13M","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apop",
"CLDX","Celldex Therapeutics, Inc.","2.4","$36.04M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/cldx",
"CELGZ","Celgene Corporation","0.4698","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/celgz",
"CELC","Celcuity Inc.","10.7","$109.7M","2017","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/celc",
"CECE","CECO Environmental Corp.","7.87","$277.37M","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/cece",
"CDW","CDW Corporation","135.05","$19.4B","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cdw",
"CDK","CDK Global, Inc.","53.55","$6.5B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cdk",
"CBTX","CBTX, Inc.","29.52","$742.7M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cbtx",
"CBOE","Cboe Global Markets, Inc.","118.9","$13.3B","2010","n/a","n/a","https://old.nasdaq.com/symbol/cboe",
"CBMB","CBM Bancorp, Inc.","14.01","$59.29M","2018","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cbmb",
"CBAT","CBAK Energy Technology, Inc.","0.8049","$42.48M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cbat",
"CBFV","CB Financial Services, Inc.","29.77","$161.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbfv",
"CVCO","Cavco Industries, Inc.","200.01","$1.83B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/cvco",
"CATY","Cathay General Bancorp","36.82","$2.93B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caty",
"CATS","Catasys, Inc.","15.4","$255.41M","n/a","Health Care","Misc Health and Biotechnology Services","https://old.nasdaq.com/symbol/cats",
"CPRX","Catalyst Pharmaceuticals, Inc.","4.64","$478.14M","2006","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cprx",
"CBIO","Catalyst Biosciences, Inc. ","5.45","$65.62M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cbio",
"CATB","Catabasis Pharmaceuticals, Inc.","5.66","$65.75M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/catb",
"CTRM","Castor Maritime Inc.","2.38","$5.71M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ctrm",
"CSTL","Castle Biosciences, Inc.","26.93","$459.67M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cstl",
"SAVA","Cassava Sciences, Inc.","1.4799","$25.48M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/sava",
"CASS","Cass Information Systems, Inc","56.47","$818.69M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/cass",
"CASI","CASI Pharmaceuticals, Inc.","3.31","$316.82M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/casi",
"CASY","Caseys General Stores, Inc.","173.77","$6.39B","1983","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/casy",
"CWST","Casella Waste Systems, Inc.","46.71","$2.23B","1997","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/cwst",
"CASA","Casa Systems, Inc.","3.68","$309.87M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/casa",
"CARV","Carver Bancorp, Inc.","2.7354","$10.12M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/carv",
"CARE","Carter Bank & Trust","21.12","$556.17M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/care",
"TAST","Carrols Restaurant Group, Inc.","7.92","$410.43M","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/tast",
"CRZO","Carrizo Oil & Gas, Inc.","6.41","$593.63M","1997","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crzo",
"CART","Carolina Trust BancShares, Inc.","12.55","$116.78M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cart",
"CARO","Carolina Financial Corporation","42.29","$940.72M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/caro",
"CARG","CarGurus, Inc.","40.09","$4.49B","2017","Technology","EDP Services","https://old.nasdaq.com/symbol/carg",
"CTRE","CareTrust REIT, Inc.","20.88","$2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ctre",
"CECO","Career Education Corporation","16.68","$1.17B","1998","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ceco",
"CDNA","CareDx, Inc.","20.52","$870.79M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cdna",
"CATM","Cardtronics plc","42.22","$1.88B","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/catm",
"CDLX","Cardlytics, Inc.","56.05","$1.44B","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/cdlx",
"CSII","Cardiovascular Systems, Inc.","45.56","$1.6B","1981","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/csii",
"CARB","Carbonite, Inc.","23","$797.86M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/carb",
"CARA","Cara Therapeutics, Inc.","25.98","$1.21B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cara",
"CPST","Capstone Turbine Corporation","4","$32M","2000","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cpst",
"CSTR","CapStar Financial Holdings, Inc.","16.8","$308.41M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/cstr",
"CAPR","Capricor Therapeutics, Inc.","1.55","$6.47M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/capr",
"CFFN","Capitol Federal Financial, Inc.","14.18","$2.01B","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/cffn",
"CPTAL","Capitala Finance Corp.","24.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptal",
"CPTAG","Capitala Finance Corp.","24.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cptag",
"CPTA","Capitala Finance Corp.","8.49","$137.33M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cpta",
"CSWCL","Capital Southwest Corporation","25.8718","n/a","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswcl",
"CSWC","Capital Southwest Corporation","22.1","$396.19M","n/a","Consumer Non-Durables","Textiles","https://old.nasdaq.com/symbol/cswc",
"CPLP","Capital Product Partners L.P.","11.54","$209.78M","2007","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cplp",
"CCBG","Capital City Bank Group","28.93","$484.54M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ccbg",
"CBNK","Capital Bancorp, Inc.","14.9","$205.36M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/cbnk",
"CPHC","Canterbury Park Holding Corporation","12.33","$56.98M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/cphc",
"CGIX","Cancer Genetics, Inc.","8.81","$17.74M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cgix",
"CSIQ","Canadian Solar Inc.","16.35","$968.91M","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/csiq",
"CAN","Canaan Inc.","8.25","n/a","2019","Technology","Semiconductors","https://old.nasdaq.com/symbol/can",
"CAMT","Camtek Ltd.","10.55","$407.19M","2000","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/camt",
"CAC","Camden National Corporation","43.44","$659.98M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cac",
"CATC","Cambridge Bancorp","77.9","$377.81M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/catc",
"CMBM","Cambium Networks Corporation","7.25","$185.85M","2019","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/cmbm",
"CLXT","Calyxt, Inc.","3.68","$120.95M","2017","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/clxt",
"CLMT","Calumet Specialty Products Partners, L.P.","3.09","$239.65M","2006","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/clmt",
"CALM","Cal-Maine Foods, Inc.","43.53","$2.12B","1996","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/calm",
"CALA","Calithera Biosciences, Inc.","4.92","$264.57M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cala",
"CVGW","Calavo Growers, Inc.","89.19","$1.57B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/cvgw",
"CAMP","CalAmp Corp.","10.49","$357.92M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/camp",
"CSQ","Calamos Strategic Total Return Fund","13.29","$2.05B","2004","n/a","n/a","https://old.nasdaq.com/symbol/csq",
"CPZ","Calamos Long/Short Equity & Dynamic Income Trust","20","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/cpz",
"CGO","Calamos Global Total Return Fund","12.85","$111.23M","2005","n/a","n/a","https://old.nasdaq.com/symbol/cgo",
"CHW","Calamos Global Dynamic Income Fund","8.58","$507.89M","2007","n/a","n/a","https://old.nasdaq.com/symbol/chw",
